"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"033034","Piozzano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",600,,
"004169","Piozzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",982,,
"083068","Piraino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3850,,
"003119","Pisano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",814,,
"001195","Piscina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3364,,
"065096","Pisciotta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2530,,
"017143","Pisogne","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7921,,
"058077","Pisoniano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",728,,
"077020","Pisticci","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",16978,,
"053019","Pitigliano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3746,,
"020041","Piubega","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1710,,
"014050","Piuro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1915,,
"001196","Piverone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1365,,
"018116","Pizzale","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",698,,
"019076","Pizzighettone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6362,,
"102027","Pizzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",9120,,
"069066","Pizzoferrato","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1002,,
"066072","Pizzoli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4246,,
"094036","Pizzone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",310,,
"102028","Pizzoni","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1029,,
"080059","Placanica","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1102,,
"078100","Plataci","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",687,,
"079099","Platania","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2007,,
"080060","Platì","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3756,,
"021064","Plaus/Plaus","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",740,,
"013185","Plesio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",826,,
"090057","Ploaghe","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4427,,
"009050","Plodio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",642,,
"004170","Pocapaglia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3346,,
"030075","Pocenia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2438,,
"045013","Podenzana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2123,,
"033035","Podenzano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",9135,,
"060055","Pofi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4002,,
"075061","Poggiardo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5912,,
"052022","Poggibonsi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",28763,,
"100004","Poggio a Caiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",9993,,
"057051","Poggio Bustone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1959,,
"057052","Poggio Catino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1261,,
"071040","Poggio Imperiale","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2587,,
"057053","Poggio Mirteto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6195,,
"057054","Poggio Moiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2774,,
"057055","Poggio Nativo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2510,,
"066073","Poggio Picenze","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1060,,
"038018","Poggio Renatico","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",9769,,
"020042","Poggio Rusco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6496,,
"057056","Poggio San Lorenzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",509,,
"042037","Poggio San Marcello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",657,,
"043040","Poggio San Vicino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",232,,
"094037","Poggio Sannita","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",621,,
"054042","Poggiodomo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",94,,
"069067","Poggiofiorito","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",832,,
"063055","Poggiomarino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",21880,,
"081016","Poggioreale","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1436,,
"072034","Poggiorsini","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1339,,
"014051","Poggiridenti","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1851,,
"015176","Pogliano Milanese","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",8375,,
"013186","Pognana Lario","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",689,,
"016167","Pognano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1589,,
"003120","Pogno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1372,,
"001197","Poirino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",10153,,
"024079","Pojana Maggiore","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4263,,
"017144","Polaveno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2465,,
"093031","Polcenigo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3129,,
"029037","Polesella","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3821,,
"058078","Poli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2281,,
"102029","Polia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",943,,
"077021","Policoro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",17788,,
"072035","Polignano a Mare","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",17563,,
"036032","Polinago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1604,,
"055027","Polino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",223,,
"080061","Polistena","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",9834,,
"082058","Polizzi Generosa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3097,,
"065097","Polla","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5223,,
"007049","Pollein","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1536,,
"063056","Pollena Trocchia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",13312,,
"043041","Pollenza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6468,,
"065098","Pollica","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2268,,
"004171","Polonghera","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1104,,
"017145","Polpenazze del Garda","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2652,,
"028066","Polverara","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3358,,
"042038","Polverigi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4625,,
"050027","Pomarance","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5577,,
"077022","Pomarico","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4007,,
"063057","Pomigliano d'Arco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",40094,,
"030076","Pontebba","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1353,,
"065099","Pontecagnano Faiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",26002,,
"029038","Pontecchio Polesine","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2195,,
"004172","Pontechianale","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",167,,
"060056","Pontecorvo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",12588,,
"006132","Pontecurone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3494,,
"008045","Pontedassio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2307,,
"050029","Pontedera","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",29187,,
"062054","Pontelandolfo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2083,,
"061061","Pontelatone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1612,,
"028068","Pontelongo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3736,,
"033037","Pontenure","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6557,,
"016169","Ponteranica","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6773,,
"006133","Pontestura","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1377,,
"017149","Pontevico","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7020,,
"007051","Pontey","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",801,,
"006134","Ponti","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",571,,
"020044","Ponti sul Mincio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2316,,
"016171","Pontida","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3336,,
"059017","Pontinia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",14763,,
"009051","Pontinvrea","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",833,,
"016172","Pontirolo Nuovo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4974,,
"017150","Pontoglio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6851,,
"045014","Pontremoli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7095,,
"007052","Pont-Saint-Martin","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3592,,
"059018","Ponza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3309,,
"109032","Ponzano di Fermo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1656,,
"006135","Ponzano Monferrato","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",329,,
"058080","Ponzano Romano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1119,,
"026059","Ponzano Veneto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",13045,,
"006136","Ponzone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1008,,
"068033","Popoli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4874,,
"051031","Poppi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6089,,
"055028","Porano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1909,,
"046026","Porcari","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",8840,,
"093032","Porcia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",15075,,
"013189","Porlezza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4781,,
"008046","Pornassio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",654,,
"030077","Porpetto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2526,,
"005087","Portacomaro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2022,,
"018118","Portalbera","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1474,,
"001200","Porte","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1052,,
"063059","Portici","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",53485,,
"061062","Portico di Caserta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7840,,
"040031","Portico e San Benedetto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",732,,
"080062","Portigliola","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1109,,
"049013","Porto Azzurro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3654,,
"012113","Porto Ceresio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2878,,
"075097","Porto Cesareo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6230,,
"084028","Porto Empedocle","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",16055,,
"020045","Porto Mantovano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",16437,,
"043042","Porto Recanati","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",11952,,
"109033","Porto San Giorgio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",16054,,
"109034","Porto Sant'Elpidio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",25646,,
"029039","Porto Tolle","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",9449,,
"090058","Porto Torres","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",21732,,
"012114","Porto Valtravaglia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2298,,
"029052","Porto Viro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",14082,,
"026060","Portobuffolè","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",751,,
"070055","Portocannone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2405,,
"049014","Portoferraio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",11902,,
"010044","Portofino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",372,,
"027029","Portogruaro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",24632,,
"038019","Portomaggiore","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",11493,,
"089020","Portopalo di Capo Passero","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3805,,
"011022","Portovenere","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3388,,
"096048","Portula","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1171,,
"091073","Posada","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3041,,
"024080","Posina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",557,,
"065100","Positano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3836,,
"026061","Possagno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2184,,
"057057","Posta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",602,,
"060057","Posta Fibreno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1088,,
"021066","Postal/Burgstall","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1916,,
"014053","Postalesio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",656,,
"065101","Postiglione","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2036,,
"002102","Postua","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",565,,
"043043","Potenza Picena","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",15902,,
"024081","Pove del Grappa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3088,,
"026062","Povegliano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5159,,
"023060","Povegliano Veronese","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7243,,
"035029","Poviglio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7167,,
"030078","Povoletto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5472,,
"057058","Pozzaglia Sabina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",314,,
"019077","Pozzaglio ed Uniti","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1433,,
"088008","Pozzallo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",19084,,
"094038","Pozzilli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2243,,
"015177","Pozzo d'Adda","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6216,,
"006137","Pozzol Groppo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",295,,
"017151","Pozzolengo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3543,,
"024082","Pozzoleone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2789,,
"006138","Pozzolo Formigaro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4540,,
"090059","Pozzomaggiore","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2522,,
"028070","Pozzonovo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3526,,
"063060","Pozzuoli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",79407,,
"030079","Pozzuolo del Friuli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6963,,
"015178","Pozzuolo Martesana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",8490,,
"016173","Pradalunga","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4587,,
"030080","Pradamano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3582,,
"004173","Pradleves","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",237,,
"001201","Pragelato","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",751,,
"078101","Praia a Mare","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6542,,
"065102","Praiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2019,,
"017152","Pralboino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2876,,
"001202","Prali","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",252,,
"001203","Pralormo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1892,,
"096049","Pralungo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2335,,
"027030","Pramaggiore","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4649,,
"001204","Pramollo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",219,,
"002104","Prarolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",712,,
"001205","Prarostino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1265,,
"006139","Prasco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",482,,
"001206","Prascorsano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",733,,
"014054","Prata Camportaccio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2958,,
"066074","Prata d'Ansidonia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",462,,
"093034","Prata di Pordenone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",8300,,
"064074","Prata di Principato Ultra","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2871,,
"061063","Prata Sannita","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1422,,
"061064","Pratella","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1479,,
"001207","Pratiglione","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",480,,
"021067","Prato allo Stelvio/Prad am Stilfserjoch","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3629,,
"030081","Prato Carnico","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",883,,
"003122","Prato Sesia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1863,,
"066075","Pratola Peligna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7306,,
"064075","Pratola Serra","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3739,,
"093035","Pravisdomini","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3444,,
"096050","Pray","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2060,,
"004174","Prazzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",173,,
"030082","Precenicco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1448,,
"054043","Preci","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",706,,
"040032","Predappio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6158,,
"022147","Predazzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4523,,
"021068","Predoi/Prettau","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",550,,
"016174","Predore","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1850,,
"006140","Predosa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1947,,
"026063","Preganziol","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",17119,,
"015179","Pregnana Milanese","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7336,,
"008047","Prelà","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",469,,
"097069","Premana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2203,,
"030083","Premariacco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4027,,
"103055","Premeno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",759,,
"103056","Premia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",543,,
"040033","Premilcuore","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",723,,
"016175","Premolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1098,,
"103057","Premosello-Chiovenda","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1912,,
"030084","Preone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",252,,
"030085","Prepotto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",743,,
"007053","Pré-Saint-Didier","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1031,,
"017153","Preseglie","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1533,,
"061065","Presenzano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1790,,
"016176","Presezzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4834,,
"023061","Pressana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2510,,
"069069","Pretoro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",877,,
"017155","Prevalle","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6802,,
"066076","Prezza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",918,,
