"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"066013","Cagnano Amiterno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1230,,
"071008","Cagnano Varano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6877,,
"022030","Cagnò","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",329,,
"061008","Caianello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1831,,
"061009","Caiazzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5340,,
"021014","Caines/Kuens","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",392,,
"017031","Caino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2109,,
"014011","Caiolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1083,,
"064013","Cairano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",298,,
"012029","Cairate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7663,,
"009015","Cairo Montenotte","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",12729,,
"063011","Caivano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",37226,,
"064014","Calabritto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2297,,
"025008","Calalzo di Cadore","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1919,,
"005013","Calamandrana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1678,,
"084006","Calamonaci","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1257,,
"080016","Calanna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",809,,
"103014","Calasca-Castiglione","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",594,,
"086005","Calascibetta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4228,,
"066014","Calascio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",133,,
"087010","Calatabiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5137,,
"081003","Calatafimi-Segesta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6376,,
"056010","Calcata","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",892,,
"022032","Calceranica al Lago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1364,,
"050003","Calci","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6281,,
"077004","Calciano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",686,,
"050004","Calcinaia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",12652,,
"016043","Calcinate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5958,,
"017032","Calcinato","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",13049,,
"016044","Calcio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5323,,
"097012","Calco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5427,,
"021015","Caldaro sulla strada del vino/Kaltern an der Weinstraße","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",8048,,
"043006","Caldarola","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1705,,
"037009","Calderara di Reno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",13336,,
"022033","Caldes","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1108,,
"023017","Caldiero","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7864,,
"024018","Caldogno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",11262,,
"022034","Caldonazzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3866,,
"033008","Calendasco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2407,,
"048005","Calenzano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",18122,,
"034008","Calestano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2108,,
"011008","Calice al Cornoviglio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1086,,
"009016","Calice Ligure","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1722,,
"075010","Calimera","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6849,,
"064015","Calitri","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4435,,
"009017","Calizzano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1437,,
"096008","Callabiana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",142,,
"005014","Calliano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1288,,
"022035","Calliano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1996,,
"097013","Calolziocorte","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",13709,,
"078021","Calopezzati","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1307,,
"005015","Calosso","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1210,,
"078022","Caloveto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1172,,
"084007","Caltabellotta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3406,,
"087011","Caltagirone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",36151,,
"082015","Caltavuturo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3746,,
"003030","Caltignaga","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2470,,
"029008","Calto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",684,,
"024019","Caltrano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2490,,
"016046","Calusco d'Adda","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",8260,,
"001047","Caluso","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7411,,
"017033","Calvagese della Riviera","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3528,,
"065020","Calvanico","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1440,,
"019009","Calvatone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1164,,
"076015","Calvello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1832,,
"024020","Calvene","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1332,,
"016047","Calvenzano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4295,,
"076016","Calvera","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",364,,
"062012","Calvi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2581,,
"055008","Calvi dell'Umbria","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1740,,
"061010","Calvi Risorta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5577,,
"018025","Calvignano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",106,,
"015042","Calvignasco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1205,,
"017034","Calvisano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",8452,,
"063012","Calvizzano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",12072,,
"006026","Camagna Monferrato","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",478,,
"046005","Camaiore","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",31543,,
"096009","Camandona","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",316,,
"084008","Camastra","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1984,,
"015044","Cambiago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7028,,
"001048","Cambiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6011,,
"103015","Cambiasca","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1593,,
"096010","Camburzano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1149,,
"004035","Camerana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",593,,
"042006","Camerano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7242,,
"016048","Camerata Cornello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",598,,
"058014","Camerata Nuova","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",418,,
"042007","Camerata Picena","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2550,,
"003032","Cameri","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",10809,,
"080019","Candidoni","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",415,,
"001051","Candiolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5645,,
"056011","Canepina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2984,,
"093009","Caneva","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6370,,
"001052","Canischio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",274,,
"066017","Canistro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",961,,
"078024","Canna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",678,,
"054006","Cannara","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4248,,
"103016","Cannero Riviera","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",881,,
"018029","Canneto Pavese","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1356,,
"020008","Canneto sull'Oglio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4286,,
"103017","Cannobio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5104,,
"075012","Cannole","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1669,,
"080020","Canolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",682,,
"016049","Canonica d'Adda","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4253,,
"110004","Canosa di Puglia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",28973,,
"069010","Canosa Sannita","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1297,,
"004038","Canosio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",78,,
"035018","Canossa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3710,,
"066018","Cansano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",242,,
"100001","Cantagallo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3148,,
"057009","Cantalice","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2543,,
"001053","Cantalupa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2588,,
"057010","Cantalupo in Sabina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1639,,
"056014","Capranica","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6448,,
"064018","Capriglia Irpina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2334,,
"005019","Capriglio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",316,,
"017038","Capriolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",9328,,
"031001","Capriva del Friuli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1644,,
"061015","Capua","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",17970,,
"071010","Carapelle","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6576,,
"066024","Carapelle Calvisio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",85,,
"010010","Carasco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3727,,
"108015","Carate Brianza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",17664,,
"013044","Carate Urio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1138,,
"016053","Caravaggio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",16262,,
"012031","Caravate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2563,,
"001056","Caravino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",906,,
"008012","Caravonica","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",264,,
"056016","Carbognano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1912,,
"018030","Carbonara al Ticino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1426,,
"063015","Carbonara di Nola","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2483,,
"006030","Carbonara Scrivia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1114,,
"013045","Carbonate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2926,,
"076019","Carbone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",564,,
"026008","Carbonera","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",11334,,
"009018","Carcare","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5434,,
"028022","Carceri","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1501,,
"002029","Carcoforo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",72,,
"012032","Cardano al Campo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",14428,,
"004042","Cardè","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1155,,
"080022","Cardeto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1458,,
"079018","Cardinale","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1958,,
"063016","Cardito","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",21868,,
"046008","Careggine","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",533,,
"001057","Carema","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",765,,
"097014","Carenno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1408,,
"006031","Carentino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",307,,
"080023","Careri","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2176,,
"002030","Caresana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1035,,
"002031","Caresanablot","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1107,,
"006032","Carezzano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",425,,
"101003","Carfizzi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",558,,
"090022","Cargeghe","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",615,,
"078025","Cariati","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7801,,
"064019","Carife","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1357,,
"001058","Carignano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",9224,,
"013046","Carimate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4463,,
"061016","Carinaro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7043,,
"082021","Carini","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",38333,,
"061017","Carinola","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7367,,
"002032","Carisio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",766,,
"022042","Carisolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",962,,
"071011","Carlantino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",910,,
"013047","Carlazzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3113,,
"089006","Carlentini","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",16870,,
"030018","Carlino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2794,,
"079020","Carlopoli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1456,,
"001059","Carmagnola","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",28485,,
"075014","Carmiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",11748,,
"100002","Carmignano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",14715,,
"028023","Carmignano di Brenta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7543,,
"012033","Carnago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6645,,
"108016","Carnate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7470,,
"016055","Carobbio degli Angeli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4760,,
"078026","Carolei","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3241,,
"016056","Carona","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",299,,
"083011","Caronia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3114,,
"012034","Caronno Pertusella","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",17973,,
"012035","Caronno Varesino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4849,,
"073002","Carosino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6755,,
"074002","Carovigno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",17096,,
"094007","Carovilli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1280,,
"033011","Carpaneto Piacentino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7604,,
"078027","Carpanzano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",224,,
"041009","Carpegna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1644,,
"017039","Carpenedolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",12910,,
"006033","Carpeneto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",930,,
"004044","Cartignano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",177,,
"013048","Carugo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6612,,
"070011","Casacalenda","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2015,,
"065028","Casal Velino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5399,,
"064020","Casalbore","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1693,,
"062015","Casalduni","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1293,,
"050006","Casale Marittimo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1069,,
"003039","Casaleggio Novara","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",910,,
"065027","Casaletto Spartano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1348,,
"004045","Casalgrasso","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1419,,
"069016","Casalincontrada","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3042,,
"003040","Casalino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1497,,
"019021","Casalmaggiore","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",15406,,
"019022","Casalmorano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1624,,
"020010","Casalmoro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2194,,
"006040","Casalnoceto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",979,,
"098010","Casalpusterlengo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",15105,,
"020012","Casalromano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1502,,
"028028","Casalserugo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5394,,
"061020","Casaluce","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",9658,,
"083012","Casalvecchio Siculo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",762,,
"060018","Casalvieri","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2523,,
"003041","Casalvolone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",884,,
"012037","Casalzuigno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1363,,
"063018","Casamarciano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3208,,
"072015","Casamassima","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",19465,,
"063019","Casamicciola Terme","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",8012,,
"063020","Casandrino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",13561,,
"002033","Casanova Elvo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",208,,
"009019","Casanova Lerrone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",725,,
"018031","Casanova Lonati","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",446,,
"058021","Casape","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",668,,
"061103","Casapesenna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6897,,
"096014","Casapinta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",407,,
"057011","Casaprota","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",698,,
"061021","Casapulla","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",8471,,
"075016","Casarano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",19732,,
"097015","Casargo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",847,,
"015055","Casarile","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4010,,
"093010","Casarsa della Delizia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",8367,,
"010011","Casarza Ligure","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6698,,
"006041","Casasco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",117,,
"097016","Casatenovo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",12966,,
"018032","Casatisma","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",875,,
"063021","Casavatore","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",18546,,
"016058","Casazza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3953,,
"054007","Cascia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3063,,
"012038","Casciago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3679,,
"050008","Cascina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",44765,,
"001061","Cascinette d'Ivrea","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1511,,
"018033","Casei Gerola","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2455,,
"001062","Caselette","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3022,,
"010012","Casella","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3123,,
"065029","Caselle in Pittari","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1886,,
