Anno,Tipo variazione,Codice Regione,Codice Unità territoriale sovracomunale,Codice Comune formato alfanumerico,Denominazione Comune,Codice Regione associato alla variazione,Codice Unità territoriale sovracomunale associato alla variazione,Codice del Comune associato alla variazione o nuovo codice Istat del Comune ,Denominazione Comune associata alla variazione o nuova denominazione,Provvedimento e Documento,Contenuto del provvedimento,Data decorrenza validità amministrativa,Flag_note
2004,CE,16,75,75029,Galatina,16,75,75075,Sogliano Cavour,D.P.G.R. del 23 aprile 2004 n.326; B.U.R n. 50 del 27 aprile 2004,Permuta di territorio con il Comune di Sogliano Cavour,,
2004,AQ,16,75,75075,Sogliano Cavour,16,75,75029,Galatina,D.P.G.R. del 23 aprile 2004 n.326; B.U.R n. 50 del 27 aprile 2004,Permuta di territorio con il Comune di Galatina,,
2004,CE,16,75,75075,Sogliano Cavour,16,75,75029,Galatina,D.P.G.R. del 23 aprile 2004 n.326; B.U.R n. 50 del 27 aprile 2004,Permuta di territorio con il Comune di Galatina,,
2005,CE,3,18,18023,Bressana Bottarone,3,18,18119,Rea,Legge Regionale 21 dicembre 2004 n.37;  2° S.O. al B.U.R. n. 52 del 24 dicembre 2004,Modificata la circoscrizione territoriale a seguito di distacco di una zona di territorio aggregata al Comune di Rea,,
2005,AQ,3,18,18119,Rea,3,18,18023,Bressana Bottarone,Legge Regionale 21 dicembre 2004 n.37;  2° S.O. al B.U.R. n. 52 del 24 dicembre 2004,Modificata la circoscrizione territoriale a seguito di aggregazione di una zona di territorio staccata dal Comune di Bressana Bottarone,,
2005,CE,3,15,15164,Ossona,3,15,15134,Marcallo con Casone,Legge Regionale 1 febbraio 2005,,,
2005,AQ,3,15,15134,Marcallo con Casone,3,15,15164,Ossona,Legge Regionale 1 febbraio 2005,,,
2005,CD,4,22,22156,Roncegno,4,22,22156,Roncegno Terme,Legge Regionale 22 marzo 2005 n.2; 1° S.O. al B.U.R. n. 16 del 19 aprile 2005,Assunta la nuova denominazione di Roncegno Terme,,
2005,CD,4,22,22162,Ruffrè,4,22,22162,Ruffrè-Mendola,Legge Regionale 8 aprile 2005 n. 5;  1° S.O. al B.U.R. n.17 del 26 aprile 2005,Assunta la nuova denominazione di Ruffrè-Mendola,,
2005,AQ,4,21,21029,Egna,4,21,21053,Montagna,Legge Regionale 22 marzo 2005 n. 3; 1° S.O. al B.U.R. n.16 del 19 aprile 2005,Modificata la circoscrizione territoriale a seguito di aggregazione di zone di territorio staccate dal Comune di Montagna/Montan,,
2005,CE,4,21,21053,Montagna,4,21,21029,Egna,Legge Regionale 22 marzo 2005 n. 3; 1° S.O. al B.U.R. n.16 del 19 aprile 2005,Modificata la circoscrizione territoriale a seguito di distacco di zone di territorio aggregate al Comune di Egna/Neumarkt,,
2005,CE,3,18,18110,Pavia,3,18,18135,San Genesio ed Uniti,Legge Regionale 1 febbraio 2005 n.4; 1° S.O. al B.U.R. n.5 del 4 febbraio 2005 ,Modificata la circoscrizione territoriale a seguito di distacco di una zona di territorio aggregata al Comune di San Genesio ed Uniti,,
2005,AQ,3,18,18135,San Genesio ed Uniti,3,18,18110,Pavia,Legge Regionale 1 febbraio 2005 n.4; 1° S.O. al B.U.R. n.5 del 4 febbraio 2005 ,Modificata la circoscrizione territoriale a seguito di aggregazione di una zona di territorio staccata dal Comune di Pavia,,
2007,CE,9,50,50004,Calcinaia,9,50,50029,Pontedera,Legge Regionale del 4 aprile 2007,,,
2006,CE,9,45,45004,Casola in Lunigiana,9,45,45007,Fivizzano,Legge Regionale 14 dicembre 2005 n. 68; B.U.R. n. 46 del 23 dicembre 2005 ,Modificata la circoscrizione territoriale a seguito del distacco della frazione Equi Terme aggregata al comune di Fivizzano,,
2006,AQ,9,45,45007,Fivizzano,9,45,45004,Casola in Lunigiana,Legge Regionale 14 dicembre 2005 n. 68; B.U.R. n. 46 del 23 dicembre 2005 ,Modificata la circoscrizione territoriale a seguito di aggregazione della frazione Equi Terme  staccata dal comune di  Casola in Lunigiana,,
2006,AP,20,90,90001,Aggius,20,104,104001,,Legge Regionale 12 luglio 2001 n. 9; B.U.R. n. 21 del 16 luglio 2001,Comune della Provincia di Sassari andato a costituire la nuova provincia di Olbia-Tempio,,
2006,AP,20,90,90062,Aglientu,20,104,104002,,Legge Regionale 12 luglio 2001 n. 9; B.U.R. n. 21 del 16 luglio 2001,Comune della Provincia di Sassari andato a costituire la nuova provincia di Olbia-Tempio,,
2006,AP,20,90,90002,Alà dei Sardi,20,104,104003,,Legge Regionale 12 luglio 2001 n. 9; B.U.R. n. 21 del 16 luglio 2001,Comune della Provincia di Sassari andato a costituire la nuova provincia di Olbia-Tempio,,
2006,AP,20,90,90006,Arzachena,20,104,104004,,Legge Regionale 12 luglio 2001 n. 9; B.U.R. n. 21 del 16 luglio 2001,Comune della Provincia di Sassari andato a costituire la nuova provincia di Olbia-Tempio,,
2006,AP,20,90,90009,Berchidda,20,104,104006,,Legge Regionale 12 luglio 2001 n. 9; B.U.R. n. 21 del 16 luglio 2001,Comune della Provincia di Sassari andato a costituire la nuova provincia di Olbia-Tempio,,
2006,AP,20,90,90014,Bortigiadas,20,104,104007,,Legge Regionale 12 luglio 2001 n. 9; B.U.R. n. 21 del 16 luglio 2001,Comune della Provincia di Sassari andato a costituire la nuova provincia di Olbia-Tempio,,
2006,AP,20,90,90017,Buddusò,20,104,104008,,Legge Regionale 12 luglio 2001 n. 9; B.U.R. n. 21 del 16 luglio 2001,Comune della Provincia di Sassari andato a costituire la nuova provincia di Olbia-Tempio,,
2006,AP,20,91,91014,Budoni,20,104,104009,,Legge Regionale 12 luglio 2001 n. 9; B.U.R. n. 21 del 16 luglio 2001,Comune della Provincia di Nuoro andato a costituire la nuova provincia di Olbia-Tempio,,
2006,AP,20,90,90021,Calangianus,20,104,104010,,Legge Regionale 12 luglio 2001 n. 9; B.U.R. n. 21 del 16 luglio 2001,Comune della Provincia di Sassari andato a costituire la nuova provincia di Olbia-Tempio,,
2006,AP,20,90,90083,Golfo Aranci,20,104,104011,,Legge Regionale 12 luglio 2001 n. 9; B.U.R. n. 21 del 16 luglio 2001,Comune della Provincia di Sassari andato a costituire la nuova provincia di Olbia-Tempio,,
