Anno;Tipo variazione;Codice Regione;Codice Unità territoriale sovracomunale;Codice Comune formato alfanumerico;Denominazione Comune;Codice Regione associato alla variazione;Codice Unità territoriale sovracomunale associato alla variazione;Codice del Comune associato alla variazione o nuovo codice Istat del Comune ;Denominazione Comune associata alla variazione o nuova denominazione;Provvedimento e Documento;Contenuto del provvedimento;Data decorrenza validità amministrativa;Flag_note
1992;AP;03;013;013196;Robbiate;03;097;097071;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;;
1992;AP;03;013;013198;Rogeno;03;097;097072;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;;
1992;AP;03;013;013200;Rovagnate;03;097;097073;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;;
1992;AP;03;013;013209;Santa Maria Hoè;03;097;097074;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;;
1992;AP;03;013;013213;Sirone;03;097;097075;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;;
1992;AP;03;013;013214;Sirtori;03;097;097076;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;;
1992;AP;03;013;013219;Sueglio;03;097;097077;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;;
1992;AP;03;013;013220;Suello;03;097;097078;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;;
1992;AP;03;013;013221;Taceno;03;097;097079;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;;
1992;AP;03;013;013224;Tremenico;03;097;097081;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;;
1992;AP;03;013;013230;Valgreghentino;03;097;097082;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;;
1992;AP;03;013;013231;Valmadrera;03;097;097083;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;;
1992;AP;03;013;013235;Varenna;03;097;097084;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;;
1992;AP;03;013;013237;Vendrogno;03;097;097085;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;;
1992;AP;03;013;013240;Verderio Inferiore;03;097;097087;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;;
1992;AP;03;013;013241;Verderio Superiore;03;097;097088;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;;
1992;AP;03;013;013243;Vestreno;03;097;097089;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;;
1992;AP;03;013;013244;Viganò;03;097;097090;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;;
1992;AP;03;013;013247;Montevecchia;03;097;097053;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Como andato a costituire la nuova Provincia di Lecco;;
1992;AP;03;015;015001;Abbadia Cerreto;03;098;098001;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015020;Bertonico;03;098;098002;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015025;Boffalora d'Adda;03;098;098003;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015028;Borghetto Lodigiano;03;098;098004;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015029;Borgo San Giovanni;03;098;098005;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015031;Brembio;03;098;098006;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015043;Camairago;03;098;098007;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015052;Casaletto Lodigiano;03;098;098008;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015053;Casalmaiocco;03;098;098009;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015054;Casalpusterlengo;03;098;098010;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015056;Caselle Landi;03;098;098011;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015057;Caselle Lurani;03;098;098012;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015063;Castelnuovo Bocca d'Adda;03;098;098013;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015064;Castiglione d'Adda;03;098;098014;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015065;Castiraga Vidardo;03;098;098015;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015066;Cavacurta;03;098;098016;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015067;Cavenago d'Adda;03;098;098017;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015073;Cervignano d'Adda;03;098;098018;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015079;Codogno;03;098;098019;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015083;Comazzo;03;098;098020;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015089;Cornegliano Laudense;03;098;098021;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015090;Corno Giovine;03;098;098022;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015091;Cornovecchio;03;098;098023;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015094;Corte Palasio;03;098;098024;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015095;Crespiatica;03;098;098025;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015102;Fombio;03;098;098026;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015104;Galgagnano;03;098;098027;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015109;Graffignana;03;098;098028;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015111;Guardamiglio;03;098;098029;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015124;Livraga;03;098;098030;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015126;Lodi;03;098;098031;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015127;Lodi Vecchio;03;098;098032;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015128;Maccastorna;03;098;098033;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015132;Mairago;03;098;098034;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015133;Maleo;03;098;098035;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015135;Marudo;03;098;098036;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015137;Massalengo;03;098;098037;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015141;Meleti;03;098;098038;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015143;Merlino;03;098;098039;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015148;Montanaso Lombardo;03;098;098040;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015153;Mulazzano;03;098;098041;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015160;Orio Litta;03;098;098042;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015162;Ospedaletto Lodigiano;03;098;098043;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015163;Ossago Lodigiano;03;098;098044;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015174;Pieve Fissiraga;03;098;098045;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015190;Salerano sul Lambro;03;098;098046;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015193;San Fiorano;03;098;098047;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015196;San Martino in Strada;03;098;098048;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015197;San Rocco al Porto;03;098;098049;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015198;Sant'Angelo Lodigiano;03;098;098050;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015199;Santo Stefano Lodigiano;03;098;098051;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015203;Secugnago;03;098;098052;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015207;Senna Lodigiana;03;098;098053;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015214;Somaglia;03;098;098054;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015215;Sordio;03;098;098055;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015218;Terranova dei Passerini;03;098;098057;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015225;Turano Lodigiano;03;098;098058;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015228;Valera Fratta;03;098;098059;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015238;Villanova del Sillaro;03;098;098060;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015240;Tavazzano con Villavesco;03;098;098056;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;015;015245;Zelo Buon Persico;03;098;098061;;"Decreto Legislativo 6 marzo 1992, n. 251; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Milano andato a costituire la nuova Provincia di Lodi;;
1992;AP;03;016;016045;Calolziocorte;03;097;097013;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Bergamo andato a costituire la nuova Provincia di Lecco;;
1992;AP;03;016;016054;Carenno;03;097;097014;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Bergamo andato a costituire la nuova Provincia di Lecco;;
1992;AP;03;016;016095;Erve;03;097;097034;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Bergamo andato a costituire la nuova Provincia di Lecco;;
1992;AP;03;016;016138;Monte Marenzo;03;097;097052;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Bergamo andato a costituire la nuova Provincia di Lecco;;
1992;AP;03;016;016215;Torre de' Busi;03;097;097080;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Bergamo andato a costituire la nuova Provincia di Lecco;;
1992;AP;03;016;016231;Vercurago;03;097;097086;;"Decreto Legislativo 6 marzo 1992, n. 250; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Bergamo andato a costituire la nuova Provincia di Lecco;;
1992;AQ;08;035;035006;Brescello;08;035;035029;Poviglio;"Legge Regionale 13 gennaio 1992 n. 1; B.U.R. n. 5 del 15 gennaio 1992";Rettifica di confine con il Comune di Poviglio ;;
1992;CE ;08;035;035006;Brescello;08;035;035029;Poviglio;"Legge Regionale 13 gennaio 1992 n. 1; B.U.R. n. 5 del 15 gennaio 1992";Rettifica di confine con il Comune di Poviglio ;;
1992;AQ;08;035;035029;Poviglio;08;035;035006;Brescello;"Legge Regionale 13 gennaio 1992 n. 1; B.U.R. n. 5 del 15 gennaio 1992";Rettifica di confine con il Comune di Brescello  ;;
1992;CE ;08;035;035029;Poviglio;08;035;035006;Brescello;"Legge Regionale 13 gennaio 1992 n. 1; B.U.R. n. 5 del 15 gennaio 1992";Rettifica di confine con il Comune di Brescello  ;;
1992;AP;08;040;040002;Bellaria-Igea Marina;08;099;099001;;"Decreto Legislativo 6 marzo 1992, n. 252; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Forlì, che assume la nuova denominazione di Forlì-Cesena, andato a costituire la nuova Provincia di Rimini;;
1992;AP;08;040;040006;Cattolica;08;099;099002;;"Decreto Legislativo 6 marzo 1992, n. 252; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Forlì, che assume la nuova denominazione di Forlì-Cesena, andato a costituire la nuova Provincia di Rimini;;
1992;AP;08;040;040010;Coriano;08;099;099003;;"Decreto Legislativo 6 marzo 1992, n. 252; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Forlì, che assume la nuova denominazione di Forlì-Cesena, andato a costituire la nuova Provincia di Rimini;;
1992;AP;08;040;040017;Gemmano;08;099;099004;;"Decreto Legislativo 6 marzo 1992, n. 252; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Forlì, che assume la nuova denominazione di Forlì-Cesena, andato a costituire la nuova Provincia di Rimini;;
1992;AP;08;040;040021;Misano Adriatico;08;099;099005;;"Decreto Legislativo 6 marzo 1992, n. 252; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Forlì, che assume la nuova denominazione di Forlì-Cesena, andato a costituire la nuova Provincia di Rimini;;
1992;AP;08;040;040023;Mondaino;08;099;099006;;"Decreto Legislativo 6 marzo 1992, n. 252; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Forlì, che assume la nuova denominazione di Forlì-Cesena, andato a costituire la nuova Provincia di Rimini;;
1992;AP;08;040;040024;Monte Colombo;08;099;099007;;"Decreto Legislativo 6 marzo 1992, n. 252; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Forlì, che assume la nuova denominazione di Forlì-Cesena, andato a costituire la nuova Provincia di Rimini;;
1992;AP;08;040;040025;Montefiore Conca;08;099;099008;;"Decreto Legislativo 6 marzo 1992, n. 252; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Forlì, che assume la nuova denominazione di Forlì-Cesena, andato a costituire la nuova Provincia di Rimini;;
1992;AP;08;040;040026;Montegridolfo;08;099;099009;;"Decreto Legislativo 6 marzo 1992, n. 252; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Forlì, che assume la nuova denominazione di Forlì-Cesena, andato a costituire la nuova Provincia di Rimini;;
1992;AP;08;040;040027;Montescudo;08;099;099010;;"Decreto Legislativo 6 marzo 1992, n. 252; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Forlì, che assume la nuova denominazione di Forlì-Cesena, andato a costituire la nuova Provincia di Rimini;;
1992;AP;08;040;040029;Morciano di Romagna;08;099;099011;;"Decreto Legislativo 6 marzo 1992, n. 252; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Forlì, che assume la nuova denominazione di Forlì-Cesena, andato a costituire la nuova Provincia di Rimini;;
1992;AP;08;040;040030;Poggio Berni;08;099;099012;;"Decreto Legislativo 6 marzo 1992, n. 252; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Forlì, che assume la nuova denominazione di Forlì-Cesena, andato a costituire la nuova Provincia di Rimini;;
1992;AP;08;040;040034;Riccione;08;099;099013;;"Decreto Legislativo 6 marzo 1992, n. 252; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Forlì, che assume la nuova denominazione di Forlì-Cesena, andato a costituire la nuova Provincia di Rimini;;
1992;AP;08;040;040035;Rimini;08;099;099014;;"Decreto Legislativo 6 marzo 1992, n. 252; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Forlì, che assume la nuova denominazione di Forlì-Cesena, andato a costituire la nuova Provincia di Rimini;;
1992;AP;08;040;040038;Saludecio;08;099;099015;;"Decreto Legislativo 6 marzo 1992, n. 252; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Forlì, che assume la nuova denominazione di Forlì-Cesena, andato a costituire la nuova Provincia di Rimini;;
1992;AP;08;040;040039;San Clemente;08;099;099016;;"Decreto Legislativo 6 marzo 1992, n. 252; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Forlì, che assume la nuova denominazione di Forlì-Cesena, andato a costituire la nuova Provincia di Rimini;;
1992;AP;08;040;040040;San Giovanni in Marignano;08;099;099017;;"Decreto Legislativo 6 marzo 1992, n. 252; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Forlì, che assume la nuova denominazione di Forlì-Cesena, andato a costituire la nuova Provincia di Rimini;;
1992;AP;08;040;040042;Santarcangelo di Romagna;08;099;099018;;"Decreto Legislativo 6 marzo 1992, n. 252; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Forlì, che assume la nuova denominazione di Forlì-Cesena, andato a costituire la nuova Provincia di Rimini;;
1992;AP;08;040;040048;Torriana;08;099;099019;;"Decreto Legislativo 6 marzo 1992, n. 252; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Forlì, che assume la nuova denominazione di Forlì-Cesena, andato a costituire la nuova Provincia di Rimini;;
1992;AP;08;040;040051;Verucchio;08;099;099020;;"Decreto Legislativo 6 marzo 1992, n. 252; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Forlì, che assume la nuova denominazione di Forlì-Cesena, andato a costituire la nuova Provincia di Rimini;;
1992;AP;09;048;048007;Cantagallo;09;100;100001;;"Decreto Legislativo 6 marzo 1992, n. 254; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Firenze andato a costituire la nuova Provincia di Prato;;
1992;AP;09;048;048009;Carmignano;09;100;100002;;"Decreto Legislativo 6 marzo 1992, n. 254; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Firenze andato a costituire la nuova Provincia di Prato;;
1992;AP;09;048;048029;Montemurlo;09;100;100003;;"Decreto Legislativo 6 marzo 1992, n. 254; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Firenze andato a costituire la nuova Provincia di Prato;;
1992;AP;09;048;048034;Prato;09;100;100005;;"Decreto Legislativo 6 marzo 1992, n. 254; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Firenze andato a costituire la nuova Provincia di Prato;;
1992;AP;09;048;048047;Vaiano;09;100;100006;;"Decreto Legislativo 6 marzo 1992, n. 254; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Firenze andato a costituire la nuova Provincia di Prato;;
1992;AP;09;048;048048;Vernio;09;100;100007;;"Decreto Legislativo 6 marzo 1992, n. 254; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Firenze andato a costituire la nuova Provincia di Prato;;
1992;AP;09;048;048051;Poggio a Caiano;09;100;100004;;"Decreto Legislativo 6 marzo 1992, n. 254; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Firenze andato a costituire la nuova Provincia di Prato;;
1992;CECS;12;058;058091;Roma;12;058;058120;Fiumicino;"Legge Regionale 6 marzo 1992 n. 25; B.U.R. n. 8 del 20 marzo 1992";Modificata la circoscrizione territoriale a seguito del distacco di alcune zone di territorio erette in Comune autonomo con denominazione Fiumicino;;
1992;CS;12;058;058120;Fiumicino;12;058;058091;Roma;"Legge Regionale 6 marzo 1992 n. 25; B.U.R. n. 8 del 20 marzo 1992";Nuovo Comune costituito con zone di territorio staccate dal Comune di Roma;;
1992;CD;15;062;062074;Telese;15;062;062074;Telese Terme;"Legge Regionale 2 luglio 1992 n. 6; B.U.R. n. 30 del 13 luglio 1992                              ";Assunta la nuova denominazione di Telese Terme;;
1992;AP;18;079;079001;Acquaro;18;102;102001;;"Decreto Legislativo n. 253 del 6 marzo 1992; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Catanzaro andato a costituire la nuova Provincia di Vibo Valentia;;
1992;AP;18;079;079006;Arena;18;102;102002;;"Decreto Legislativo n. 253 del 6 marzo 1992; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Catanzaro andato a costituire la nuova Provincia di Vibo Valentia;;
1992;AP;18;079;079010;Belvedere di Spinello;18;101;101001;;"Decreto Legislativo n. 249 del 6 marzo 1992; G.U. n. 77 del 1° aprile 1992";Comune della Provincia di Catanzaro andato a costituire la nuova Provincia di Crotone;;
