Anno;Tipo variazione;Codice Regione;Codice Unità territoriale sovracomunale;Codice Comune formato alfanumerico;Denominazione Comune;Codice Regione associato alla variazione;Codice Unità territoriale sovracomunale associato alla variazione;Codice del Comune associato alla variazione o nuovo codice Istat del Comune ;Denominazione Comune associata alla variazione o nuova denominazione;Provvedimento e Documento;Contenuto del provvedimento;Data decorrenza validità amministrativa;Flag_note
2013;CS;05;025;025070;Quero Vas;05;025;025042;Quero;"Legge Regionale 24 dicembre 2013, n. 34; B.U.R. n. 115 del 27 dicembre 2013";Nuovo Comune costituito mediante fusione dei comuni di Quero e Vas;28/12/2013;
2013;CS;05;025;025070;Quero Vas;05;025;025064;Vas;"Legge Regionale 24 dicembre 2013, n. 34; B.U.R. n. 115 del 27 dicembre 2013";Nuovo Comune costituito mediante fusione dei comuni di Quero e Vas;28/12/2013;
2013;ES;05;025;025042;Quero;05;025;025070;Quero Vas;"Legge Regionale 24 dicembre 2013, n. 34; B.U.R. n. 115 del 27 dicembre 2013";Soppresso e unitamente al Comune di Vas passa a costituire il nuovo Comune di Quero Vas;28/12/2013;
2013;ES;05;025;025064;Vas;05;025;025070;Quero Vas;"Legge Regionale 24 dicembre 2013, n. 34; B.U.R. n. 115 del 27 dicembre 2013";Soppresso e unitamente al Comune di Quero passa a costituire il nuovo Comune di Quero Vas;28/12/2013;
2014;CS;08;037;037061;Valsamoggia;08;037;037004;Bazzano;"Legge Regionale 7 febbraio 2013, n. 1; Parte Prima del B.U.R. n. 27 del 7 febbraio 2013";Nuovo Comune costituito mediante fusione dei comuni di Bazzano, Castello di Serravalle, Crespellano, Monteveglio e Savigno ;01/01/2014;
2014;CS;08;037;037061;Valsamoggia;08;037;037018;Castello di Serravalle;"Legge Regionale 7 febbraio 2013, n. 1; Parte Prima del B.U.R. n. 27 del 7 febbraio 2013";Nuovo Comune costituito mediante fusione dei comuni di Bazzano, Castello di Serravalle, Crespellano, Monteveglio e Savigno ;01/01/2014;
2014;CS;08;037;037061;Valsamoggia;08;037;037023;Crespellano;"Legge Regionale 7 febbraio 2013, n. 1; Parte Prima del B.U.R. n. 27 del 7 febbraio 2013";Nuovo Comune costituito mediante fusione dei comuni di Bazzano, Castello di Serravalle, Crespellano, Monteveglio e Savigno ;01/01/2014;
2014;CS;08;037;037061;Valsamoggia;08;037;037043;Monteveglio;"Legge Regionale 7 febbraio 2013, n. 1; Parte Prima del B.U.R. n. 27 del 7 febbraio 2013";Nuovo Comune costituito mediante fusione dei comuni di Bazzano, Castello di Serravalle, Crespellano, Monteveglio e Savigno ;01/01/2014;
2014;CS;08;037;037061;Valsamoggia;08;037;037058;Savigno;"Legge Regionale 7 febbraio 2013, n. 1; Parte Prima del B.U.R. n. 27 del 7 febbraio 2013";Nuovo Comune costituito mediante fusione dei comuni di Bazzano, Castello di Serravalle, Crespellano, Monteveglio e Savigno ;01/01/2014;
2014;ES;08;037;037004;Bazzano;08;037;037061;Valsamoggia;"Legge Regionale 7 febbraio 2013, n. 1; Parte Prima del B.U.R. n. 27 del 7 febbraio 2013";Soppresso ed unitamente ai comuni di Castello di Serravalle, Crespellano, Monteveglio e Savigno passa a costituire il nuovo Comune di Valsamoggia;01/01/2014;
2014;ES;08;037;037018;Castello di Serravalle;08;037;037061;Valsamoggia;"Legge Regionale 7 febbraio 2013, n. 1; Parte Prima del B.U.R. n. 27 del 7 febbraio 2013";Soppresso ed unitamente ai comuni di Bazzano, Crespellano, Monteveglio e Savigno passa a costituire il nuovo Comune di Valsamoggia;01/01/2014;
2014;ES;08;037;037023;Crespellano;08;037;037061;Valsamoggia;"Legge Regionale 7 febbraio 2013, n. 1; Parte Prima del B.U.R. n. 27 del 7 febbraio 2013";Soppresso ed unitamente ai comuni di Bazzano, Castello di Serravalle, Monteveglio e Savigno passa a costituire il nuovo Comune di Valsamoggia;01/01/2014;
2014;ES;08;037;037043;Monteveglio;08;037;037061;Valsamoggia;"Legge Regionale 7 febbraio 2013, n. 1; Parte Prima del B.U.R. n. 27 del 7 febbraio 2013";Soppresso ed unitamente ai comuni di Bazzano, Castello di Serravalle, Crespellano e Savigno passa a costituire il nuovo Comune di Valsamoggia;01/01/2014;
2014;ES;08;037;037058;Savigno;08;037;037061;Valsamoggia;"Legge Regionale 7 febbraio 2013, n. 1; Parte Prima del B.U.R. n. 27 del 7 febbraio 2013";Soppresso ed unitamente ai comuni di Bazzano, Castello di Serravalle, Crespellano e Monteveglio passa a costituire il nuovo Comune di Valsamoggia;01/01/2014;
2014;CS;06;030;030188;Rivignano Teor;06;030;030096;Rivignano;"Legge Regionale 7 febbraio 2013, n. 1; S.O. al B.U.R. n. 7 del 13 febbraio 2013";Nuovo Comune costituito mediante fusione dei comuni di Rivignano e Teor;01/01/2014;
2014;CS;06;030;030188;Rivignano Teor;06;030;030119;Teor;"Legge Regionale 7 febbraio 2013, n. 1; S.O. al B.U.R. n. 7 del 13 febbraio 2013";Nuovo Comune costituito mediante fusione dei comuni di Rivignano e Teor;01/01/2014;
2014;ES;06;030;030096;Rivignano;06;030;030188;Rivignano Teor;"Legge Regionale 7 febbraio 2013, n. 1; S.O. al B.U.R. n. 7 del 13 febbraio 2013";Soppresso e unitamente al Comune di Teor passa a costituire il nuovo Comune di Rivignano Teor;01/01/2014;
2014;ES;06;030;030119;Teor;06;030;030188;Rivignano Teor;"Legge Regionale 7 febbraio 2013, n. 1; S.O. al B.U.R. n. 7 del 13 febbraio 2013";Soppresso e unitamente al Comune di Rivignano passa a costituire il nuovo Comune di Rivignano Teor;01/01/2014;
2014;CS;09;048;048052;Figline e Incisa Valdarno;09;048;048016;Figline Valdarno;"Legge Regionale 18 giugno 2013, n. 31; B.U.R. n. 30 del 26 giugno 2013";Nuovo Comune costituito mediante fusione dei comuni di Figline Valdarno e Incisa in Val d'Arno;01/01/2014;
2014;CS;09;048;048052;Figline e Incisa Valdarno;09;048;048023;Incisa in Val d'Arno;"Legge Regionale 18 giugno 2013, n. 31; B.U.R. n. 30 del 26 giugno 2013";Nuovo Comune costituito mediante fusione dei comuni di Figline Valdarno e Incisa in Val d'Arno;01/01/2014;
2014;ES;09;048;048016;Figline Valdarno;09;048;048052;Figline e Incisa Valdarno;"Legge Regionale 18 giugno 2013, n. 31; B.U.R. n. 30 del 26 giugno 2013";Soppresso e unitamente al Comune di Incisa in Val d'Arno passa a costituire il nuovo Comune di Figline e Incisa Valdarno;01/01/2014;
2014;ES;09;048;048023;Incisa in Val d'Arno;09;048;048052;Figline e Incisa Valdarno;"Legge Regionale 18 giugno 2013, n. 31; B.U.R. n. 30 del 26 giugno 2013";Soppresso e unitamente al Comune di Figline Valdarno passa a costituire il nuovo Comune di Figline e Incisa Valdarno;01/01/2014;
2014;CS;09;051;051040;Castelfranco Piandiscò;09;051;051009;Castelfranco di Sopra;"Legge Regionale 18 giugno 2013, n. 32; B.U.R. n. 30 del 26 giugno 2013";Nuovo Comune costituito mediante fusione dei comuni di Castelfranco di Sopra e Pian di Scò;01/01/2014;
2014;CS;09;051;051040;Castelfranco Piandiscò;09;051;051029;Pian di Scò;"Legge Regionale 18 giugno 2013, n. 32; B.U.R. n. 30 del 26 giugno 2013";Nuovo Comune costituito mediante fusione dei comuni di Castelfranco di Sopra e Pian di Scò;01/01/2014;
2014;ES;09;051;051009;Castelfranco di Sopra;09;051;051040;Castelfranco Piandiscò;"Legge Regionale 18 giugno 2013, n. 32; B.U.R. n. 30 del 26 giugno 2013";Soppresso e unitamente al Comune di Pian di Scò passa a costituire il nuovo Comune di Castelfranco Piandiscò;01/01/2014;
2014;ES;09;051;051029;Pian di Scò;09;051;051040;Castelfranco Piandiscò;"Legge Regionale 18 giugno 2013, n. 32; B.U.R. n. 30 del 26 giugno 2013";Soppresso e unitamente al Comune di Castelfranco di Sopra passa a costituire il nuovo Comune di Castelfranco Piandiscò;01/01/2014;
2014;CS;11;042;042050;Trecastelli;11;042;042009;Castel Colonna;"Legge Regionale 22 luglio 2013, n. 18; B.U.R. n. 61del 1° agosto 2013";Nuovo Comune costituito mediante fusione dei comuni di Castel Colonna, Monterado e Ripe;01/01/2014;
2014;CS;11;042;042050;Trecastelli;11;042;042028;Monterado;"Legge Regionale 22 luglio 2013, n. 18; B.U.R. n. 61del 1° agosto 2013";Nuovo Comune costituito mediante fusione dei comuni di Castel Colonna, Monterado e Ripe;01/01/2014;
2014;CS;11;042;042050;Trecastelli;11;042;042039;Ripe;"Legge Regionale 22 luglio 2013, n. 18; B.U.R. n. 61del 1° agosto 2013";Nuovo Comune costituito mediante fusione dei comuni di Castel Colonna, Monterado e Ripe;01/01/2014;
2014;ES;11;042;042009;Castel Colonna;11;042;042050;Trecastelli;"Legge Regionale 22 luglio 2013, n. 18; B.U.R. n. 61del 1° agosto 2013";Soppresso e unitamente ai comuni di Monterado e Ripe passa a costituire il nuovo Comune di Trecastelli;01/01/2014;
2014;ES;11;042;042028;Monterado;11;042;042050;Trecastelli;"Legge Regionale 22 luglio 2013, n. 18; B.U.R. n. 61del 1° agosto 2013";Soppresso e unitamente ai comuni di Castel Colonna e Ripe passa a costituire il nuovo Comune di Trecastelli;01/01/2014;
2014;ES;11;042;042039;Ripe;11;042;042050;Trecastelli;"Legge Regionale 22 luglio 2013, n. 18; B.U.R. n. 61del 1° agosto 2013";Soppresso e unitamente ai comuni di Castel Colonna e Monterado passa a costituire il nuovo Comune di Trecastelli;01/01/2014;
2014;CS;09;046;046036;Fabbriche di Vergemoli;09;046;046012;Fabbriche di Vallico;"Legge Regionale 30 luglio 2013, n. 43; B.U.R. n. 38 del 2 agosto 2013";Nuovo Comune costituito mediante fusione dei comuni di Fabbriche di Vallico e Vergemoli;01/01/2014;
2014;CS;09;046;046036;Fabbriche di Vergemoli;09;046;046032;Vergemoli;"Legge Regionale 30 luglio 2013, n. 43; B.U.R. n. 38 del 2 agosto 2013";Nuovo Comune costituito mediante fusione dei comuni di Fabbriche di Vallico e Vergemoli;01/01/2014;
2014;ES;09;046;046012;Fabbriche di Vallico;09;046;046036;Fabbriche di Vergemoli;"Legge Regionale 30 luglio 2013, n. 43; B.U.R. n. 38 del 2 agosto 2013";Soppresso e unitamente al Comune di Vergemoli passa a costituire il nuovo Comune di Fabbriche di Vergemoli;01/01/2014;
2014;ES;09;046;046032;Vergemoli;09;046;046036;Fabbriche di Vergemoli;"Legge Regionale 30 luglio 2013, n. 43; B.U.R. n. 38 del 2 agosto 2013";Soppresso e unitamente al Comune di Fabbriche di Vallico passa a costituire il nuovo Comune di Fabbriche di Vergemoli;01/01/2014;
2014;CS;08;099;099028;Poggio Torriana;08;099;099012;Poggio Berni;"Legge Regionale 7 novembre 2013, n. 19; Parte Prima B.U.R.E.R. n. 326 del 7 novembre 2013";Nuovo Comune costituito mediante fusione dei comuni di Poggio Berni e Torriana;01/01/2014;
2014;CS;08;099;099028;Poggio Torriana;08;099;099019;Torriana;"Legge Regionale 7 novembre 2013, n. 19; Parte Prima B.U.R.E.R. n. 326 del 7 novembre 2013";Nuovo Comune costituito mediante fusione dei comuni di Poggio Berni e Torriana;01/01/2014;
2014;ES;08;099;099012;Poggio Berni;08;099;099028;Poggio Torriana;"Legge Regionale 7 novembre 2013, n. 19; Parte Prima B.U.R.E.R. n. 326 del 7 novembre 2013";Soppresso e unitamente al Comune di Torriana passa a costituire il nuovo Comune di Poggio Torriana;01/01/2014;
2014;ES;08;099;099019;Torriana;08;099;099028;Poggio Torriana;"Legge Regionale 7 novembre 2013, n. 19; Parte Prima B.U.R.E.R. n. 326 del 7 novembre 2013";Soppresso e unitamente al Comune di Poggio Berni passa a costituire il nuovo Comune di Poggio Torriana;01/01/2014;
2014;CS;08;034;034049;Sissa Trecasali;08;034;034034;Sissa;"Legge Regionale 7 novembre 2013, n. 20; Parte Prima B.U.R.E.R. n. 327 del 7 novembre 2013";Nuovo Comune costituito mediante fusione dei comuni di Sissa e Trecasali;01/01/2014;
2014;CS;08;034;034049;Sissa Trecasali;08;034;034043;Trecasali;"Legge Regionale 7 novembre 2013, n. 20; Parte Prima B.U.R.E.R. n. 327 del 7 novembre 2013";Nuovo Comune costituito mediante fusione dei comuni di Sissa e Trecasali;01/01/2014;
2014;ES;08;034;034034;Sissa;08;034;034049;Sissa Trecasali;"Legge Regionale 7 novembre 2013, n. 20; Parte Prima B.U.R.E.R. n. 327 del 7 novembre 2013";Soppresso e unitamente al Comune di Trecasali passa a costituire il nuovo Comune di Sissa Trecasali;01/01/2014;
2014;ES;08;034;034043;Trecasali;08;034;034049;Sissa Trecasali;"Legge Regionale 7 novembre 2013, n. 20; Parte Prima B.U.R.E.R. n. 327 del 7 novembre 2013";Soppresso e unitamente al Comune di Sissa passa a costituire il nuovo Comune di Sissa Trecasali;01/01/2014;
2014;CS;08;038;038027;Fiscaglia;08;038;038026;Migliaro;"Legge Regionale 7 novembre 2013, n. 18; Parte Prima B.U.R.E.R. n. 325 del 7 novembre 2013";Nuovo Comune costituito mediante fusione dei comuni di Migliaro, Migliarino e Massa Fiscaglia;01/01/2014;
2014;CS;08;038;038027;Fiscaglia;08;038;038015;Migliarino;"Legge Regionale 7 novembre 2013, n. 18; Parte Prima B.U.R.E.R. n. 325 del 7 novembre 2013";Nuovo Comune costituito mediante fusione dei comuni di Migliaro, Migliarino e Massa Fiscaglia;01/01/2014;
2014;CS;08;038;038027;Fiscaglia;08;038;038013;Massa Fiscaglia;"Legge Regionale 7 novembre 2013, n. 18; Parte Prima B.U.R.E.R. n. 325 del 7 novembre 2013";Nuovo Comune costituito mediante fusione dei comuni di Migliaro, Migliarino e Massa Fiscaglia;01/01/2014;
2014;ES;08;038;038026;Migliaro;08;038;038027;Fiscaglia;"Legge Regionale 7 novembre 2013, n. 18; Parte Prima B.U.R.E.R. n. 325 del 7 novembre 2013";Soppresso e unitamente ai comuni di Migliarino e Massa Fiscaglia passa a costituire il nuovo Comune di Fiscaglia;01/01/2014;
2014;ES;08;038;038015;Migliarino;08;038;038027;Fiscaglia;"Legge Regionale 7 novembre 2013, n. 18; Parte Prima B.U.R.E.R. n. 325 del 7 novembre 2013";Soppresso e unitamente ai comuni di Migliaro e Massa Fiscaglia passa a costituire il nuovo Comune di Fiscaglia;01/01/2014;
2014;ES;08;038;038013;Massa Fiscaglia;08;038;038027;Fiscaglia;"Legge Regionale 7 novembre 2013, n. 18; Parte Prima B.U.R.E.R. n. 325 del 7 novembre 2013";Soppresso e unitamente ai comuni di Migliaro e Migliarino passa a costituire il nuovo Comune di Fiscaglia;01/01/2014;
2014;CS;09;048;048053;Scarperia e San Piero;09;048;048042;Scarperia;"Legge Regionale 22 novembre 2013, n. 67; B.U.R. n. 56 del 25 novembre 2013";Nuovo Comune costituito mediante fusione dei comuni di Scarperia e San Piero a Sieve;01/01/2014;
2014;CS;09;048;048053;Scarperia e San Piero;09;048;048040;San Piero a Sieve;"Legge Regionale 22 novembre 2013, n. 67; B.U.R. n. 56 del 25 novembre 2013";Nuovo Comune costituito mediante fusione dei comuni di Scarperia e San Piero a Sieve;01/01/2014;
2014;ES;09;048;048042;Scarperia;09;048;048053;Scarperia e San Piero;"Legge Regionale 22 novembre 2013, n. 67; B.U.R. n. 56 del 25 novembre 2013";Soppresso e unitamente al Comune di San Piero a Sieve passa a costituire il nuovo Comune di Scarperia e San Piero;01/01/2014;
2014;ES;09;048;048040;San Piero a Sieve;09;048;048053;Scarperia e San Piero;"Legge Regionale 22 novembre 2013, n. 67; B.U.R. n. 56 del 25 novembre 2013";Soppresso e unitamente al Comune di Scarperia passa a costituire il nuovo Comune di Scarperia e San Piero;01/01/2014;
2014;CS;09;050;050040;Casciana Terme Lari;09;050;050007;Casciana Terme;"Legge Regionale 22 novembre 2013, n. 68; B.U.R. n. 56 del 25 novembre 2013";Nuovo Comune costituito mediante fusione dei comuni di Casciana Terme e Lari;01/01/2014;
2014;CS;09;050;050040;Casciana Terme Lari;09;050;050017;Lari;"Legge Regionale 22 novembre 2013, n. 68; B.U.R. n. 56 del 25 novembre 2013";Nuovo Comune costituito mediante fusione dei comuni di Casciana Terme e Lari;01/01/2014;
2014;ES;09;050;050007;Casciana Terme;09;050;050040;Casciana Terme Lari;"Legge Regionale 22 novembre 2013, n. 68; B.U.R. n. 56 del 25 novembre 2013";Soppresso e unitamente al Comune di Lari passa a costituire il nuovo Comune di Casciana Terme Lari;01/01/2014;
2014;ES;09;050;050017;Lari;09;050;050040;Casciana Terme Lari;"Legge Regionale 22 novembre 2013, n. 68; B.U.R. n. 56 del 25 novembre 2013";Soppresso e unitamente al Comune di Casciana Terme passa a costituire il nuovo Comune di Casciana Terme Lari;01/01/2014;
2014;CS;09;050;050041;Crespina Lorenzana;09;050;050013;Crespina;"Legge Regionale 22 novembre 2013, n. 69; B.U.R. n. 56 del 25 novembre 2013";Nuovo Comune costituito mediante fusione dei comuni di Crespina e Lorenzana;01/01/2014;
2014;CS;09;050;050041;Crespina Lorenzana;09;050;050018;Lorenzana;"Legge Regionale 22 novembre 2013, n. 69; B.U.R. n. 56 del 25 novembre 2013";Nuovo Comune costituito mediante fusione dei comuni di Crespina e Lorenzana;01/01/2014;
2014;ES;09;050;050013;Crespina;09;050;050041;Crespina Lorenzana;"Legge Regionale 22 novembre 2013, n. 69; B.U.R. n. 56 del 25 novembre 2013";Soppresso e unitamente al Comune di Lorenzana passa a costituire il nuovo Comune di Crespina Lorenzana;01/01/2014;
2014;ES;09;050;050018;Lorenzana;09;050;050041;Crespina Lorenzana;"Legge Regionale 22 novembre 2013, n. 69; B.U.R. n. 56 del 25 novembre 2013";Soppresso e unitamente al Comune di Crespina passa a costituire il nuovo Comune di Crespina Lorenzana;01/01/2014;
2014;CS;09;051;051041;Pratovecchio Stia;09;051;051032;Pratovecchio;"Legge Regionale 22 novembre 2013, n. 70; B.U.R. n. 56 del 25 novembre 2013";Nuovo Comune costituito mediante fusione dei comuni di Pratovecchio e Stia;01/01/2014;
2014;CS;09;051;051041;Pratovecchio Stia;09;051;051036;Stia;"Legge Regionale 22 novembre 2013, n. 70; B.U.R. n. 56 del 25 novembre 2013";Nuovo Comune costituito mediante fusione dei comuni di Pratovecchio e Stia;01/01/2014;
2014;ES;09;051;051032;Pratovecchio;09;051;051041;Pratovecchio Stia;"Legge Regionale 22 novembre 2013, n. 70; B.U.R. n. 56 del 25 novembre 2013";Soppresso e unitamente al Comune di Stia passa a costituire il nuovo Comune di Pratovecchio Stia;01/01/2014;
2014;ES;09;051;051036;Stia;09;051;051041;Pratovecchio Stia;"Legge Regionale 22 novembre 2013, n. 70; B.U.R. n. 56 del 25 novembre 2013";Soppresso e unitamente al Comune di Pratovecchio passa a costituire il nuovo Comune di Pratovecchio Stia;01/01/2014;
2014;CS;11;041;041068;Vallefoglia;11;041;041012;Colbordolo;"Legge Regionale 13 dicembre 2013, n. 47; B.U.R. n. 98 del 13 dicembre 2013";Nuovo Comune costituito mediante fusione dei comuni di Colbordolo e Sant'Angelo in Lizzola;01/01/2014;
2014;CS;11;041;041068;Vallefoglia;11;041;041056;Sant'Angelo in Lizzola;"Legge Regionale 13 dicembre 2013, n. 47; B.U.R. n. 98 del 13 dicembre 2013";Nuovo Comune costituito mediante fusione dei comuni di Colbordolo e Sant'Angelo in Lizzola;01/01/2014;
2014;ES;11;041;041012;Colbordolo;11;041;041068;Vallefoglia;"Legge Regionale 13 dicembre 2013, n. 47; B.U.R. n. 98 del 13 dicembre 2013";Soppresso e unitamente al Comune di Sant'Angelo in Lizzola passa a costituire il nuovo Comune di Vallefoglia;01/01/2014;
2014;ES;11;041;041056;Sant'Angelo in Lizzola;11;041;041068;Vallefoglia;"Legge Regionale 13 dicembre 2013, n. 47; B.U.R. n. 98 del 13 dicembre 2013";Soppresso e unitamente al Comune di Colbordolo passa a costituire il nuovo Comune di Vallefoglia;01/01/2014;
2014;CS;03;016;016252;Sant'Omobono Terme;03;016;016192;Sant'Omobono Terme;"Legge Regionale 30 gennaio 2014, 2; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo Comune costituito mediante fusione dei comuni di Sant'Omobono Terme e Valsecca;04/02/2014;
2014;CS;03;016;016252;Sant'Omobono Terme;03;016;016228;Valsecca;"Legge Regionale 30 gennaio 2014, 2; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo Comune costituito mediante fusione dei comuni di Sant'Omobono Terme e Valsecca;04/02/2014;
2014;ES;03;016;016192;Sant'Omobono Terme;03;016;016252;Sant'Omobono Terme;"Legge Regionale 30 gennaio 2014, n. 2; Suppl. n. 6 al B.U. del 3 febbraio 2014";Soppresso e unitamente al Comune di Valsecca passa a costituire il nuovo Comune di Sant'Omobono Terme;04/02/2014;
2014;ES;03;016;016228;Valsecca;03;016;016252;Sant'Omobono Terme;"Legge Regionale 30 gennaio 2014, n. 2; Suppl. n. 6 al B.U. del 3 febbraio 2014";Soppresso e unitamente al Comune di Sant'Omobono Terme passa a costituire il nuovo Comune di Sant'Omobono Terme;04/02/2014;
2014;CS;03;016;016253;Val Brembilla;03;016;016039;Brembilla;"Legge Regionale 30 gennaio 2014, n. 3; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo Comune costituito mediante fusione dei comuni di Brembilla e Gerosa;04/02/2014;
2014;CS;03;016;016253;Val Brembilla;03;016;016112;Gerosa;"Legge Regionale 30 gennaio 2014, n. 3; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo Comune costituito mediante fusione dei comuni di Brembilla e Gerosa;04/02/2014;
2014;ES;03;016;016039;Brembilla;03;016;016253;Val Brembilla;"Legge Regionale 30 gennaio 2014, n. 3; Suppl. n. 6 al B.U. del 3 febbraio 2014";Soppresso e unitamente al Comune di Gerosa passa a costituire il nuovo Comune di Val Brembilla;04/02/2014;
2014;ES;03;016;016112;Gerosa;03;016;016253;Val Brembilla;"Legge Regionale 30 gennaio 2014, n. 3; Suppl. n. 6 al B.U. del 3 febbraio 2014";Soppresso e unitamente al Comune di Brembilla passa a costituire il nuovo Comune di Val Brembilla;04/02/2014;
2014;CS;03;013;013250;Bellagio;03;013;013019;Bellagio;"Legge Regionale 30 gennaio 2014, n. 4; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo Comune costituito mediante fusione dei comuni di Bellagio e Civenna;04/02/2014;
2014;CS;03;013;013250;Bellagio;03;013;013070;Civenna;"Legge Regionale 30 gennaio 2014, n. 4; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo Comune costituito mediante fusione dei comuni di Bellagio e Civenna;04/02/2014;
2014;ES;03;013;013019;Bellagio;03;013;013250;Bellagio;"Legge Regionale 30 gennaio 2014, n. 4; Suppl. n. 6 al B.U. del 3 febbraio 2014";Soppresso e unitamente al Comune di Civenna passa a costituire il nuovo Comune di Bellagio;04/02/2014;
2014;ES;03;013;013070;Civenna;03;013;013250;Bellagio;"Legge Regionale 30 gennaio 2014, n. 4; Suppl. n. 6 al B.U. del 3 febbraio 2014";Soppresso e unitamente al Comune di Bellagio passa a costituire il nuovo Comune di Bellagio;04/02/2014;
2014;CS;03;013;013251;Colverde;03;013;013093;Drezzo;"Legge Regionale 30 gennaio 2014, n. 5; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo Comune costituito mediante fusione dei comuni di Drezzo, Parè e Gironico;04/02/2014;
2014;CS;03;013;013251;Colverde;03;013;013175;Parè;"Legge Regionale 30 gennaio 2014, n. 5; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo Comune costituito mediante fusione dei comuni di Drezzo, Parè e Gironico;04/02/2014;
2014;CS;03;013;013251;Colverde;03;013;013109;Gironico;"Legge Regionale 30 gennaio 2014, n. 5; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo Comune costituito mediante fusione dei comuni di Drezzo, Parè e Gironico;04/02/2014;
2014;ES;03;013;013093;Drezzo;03;013;013251;Colverde;"Legge Regionale 30 gennaio 2014, n. 5; Suppl. n. 6 al B.U. del 3 febbraio 2014";Soppresso e unitamente ai comuni di Parè e Gironico passa a costituire il nuovo Comune di Colverde;04/02/2014;
2014;ES;03;013;013175;Parè;03;013;013251;Colverde;"Legge Regionale 30 gennaio 2014, n. 5; Suppl. n. 6 al B.U. del 3 febbraio 2014";Soppresso e unitamente ai comuni di Drezzo e Gironico passa a costituire il nuovo Comune di Colverde;04/02/2014;
2014;ES;03;013;013109;Gironico;03;013;013251;Colverde;"Legge Regionale 30 gennaio 2014, n. 5; Suppl. n. 6 al B.U. del 3 febbraio 2014";Soppresso e unitamente ai comuni di Drezzo e Parè passa a costituire il nuovo Comune di Colverde;04/02/2014;
2014;CS;03;097;097091;Verderio;03;097;097087;Verderio Inferiore;"Legge Regionale 30 gennaio 2014, n. 6; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo Comune costituito mediante fusione dei comuni di Verderio Inferiore e Verderio Superiore;04/02/2014;
2014;CS;03;097;097091;Verderio;03;097;097088;Verderio Superiore;"Legge Regionale 30 gennaio 2014, n. 6; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo Comune costituito mediante fusione dei comuni di Verderio Inferiore e Verderio Superiore;04/02/2014;
2014;ES;03;097;097087;Verderio Inferiore;03;097;097091;Verderio;"Legge Regionale 30 gennaio 2014, n. 6; Suppl. n. 6 al B.U. del 3 febbraio 2014";Soppresso e unitamente al Comune di Verderio Superiore passa a costituire il nuovo Comune di Verderio;04/02/2014;
2014;ES;03;097;097088;Verderio Superiore;03;097;097091;Verderio;"Legge Regionale 30 gennaio 2014, n. 6; Suppl. n. 6 al B.U. del 3 febbraio 2014";Soppresso e unitamente al Comune di Verderio Inferiore passa a costituire il nuovo Comune di Verderio;04/02/2014;
2014;CS;03;018;018191;Cornale e Bastida;03;018;018055;Cornale;"Legge Regionale 30 gennaio 2014, n. 7; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo Comune costituito mediante fusione dei comuni di Cornale e Bastida de' Dossi;04/02/2014;
2014;CS;03;018;018191;Cornale e Bastida;03;018;018010;Bastida de' Dossi;"Legge Regionale 30 gennaio 2014, n. 7; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo Comune costituito mediante fusione dei comuni di Cornale e Bastida de' Dossi;04/02/2014;
2014;ES;03;018;018055;Cornale;03;018;018191;Cornale e Bastida;"Legge Regionale 30 gennaio 2014, n. 7; Suppl. n. 6 al B.U. del 3 febbraio 2014";Soppresso e unitamente al Comune di Bastida de' Dossi passa a costituire il nuovo Comune di Cornale e Bastida;04/02/2014;
2014;ES;03;018;018010;Bastida de' Dossi;03;018;018191;Cornale e Bastida;"Legge Regionale 30 gennaio 2014, n. 7; Suppl. n. 6 al B.U. del 3 febbraio 2014";Soppresso e unitamente al Comune di Cornale passa a costituire il nuovo Comune di Cornale e Bastida;04/02/2014;
2014;CS;03;012;012142;Maccagno con Pino e Veddasca;03;012;012094;Maccagno;"Legge Regionale 30 gennaio 2014, n. 8; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo Comune costituito mediante fusione dei comuni di Maccagno, Pino sulla Sponda del Lago Maggiore e Veddasca;04/02/2014;
2014;CS;03;012;012142;Maccagno con Pino e Veddasca;03;012;012112;Pino sulla Sponda del Lago Maggiore;"Legge Regionale 30 gennaio 2014, n. 8; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo Comune costituito mediante fusione dei comuni di Maccagno, Pino sulla Sponda del Lago Maggiore e Veddasca;04/02/2014;
2014;CS;03;012;012142;Maccagno con Pino e Veddasca;03;012;012135;Veddasca;"Legge Regionale 30 gennaio 2014, n. 8; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo Comune costituito mediante fusione dei comuni di Maccagno, Pino sulla Sponda del Lago Maggiore e Veddasca;04/02/2014;
